PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Average Inhibition at 6.6 uM,Standard Deviation
RESULT_TYPE,,,,,,,,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,Normalized percent inhibition of the screen at a compound concentration of 6.6 micromolar.,Standard deviation derived from the normalized percent activation of the triplicate data for each compound.
RESULT_UNIT,,,,,,,,PERCENT,NONE
RESULT_ATTR_CONC_MICROMOL,,,,,,,,6.6,
1083,49680120,11646094,CC1=CC2=C(C=C1NC(=O)C(F)(F)F)N=C3C(=N2)C(=O)NC(=S)N3,Inactive,39,,,46.98,3.2627
1084,24810490,16193114,CC1=CC(=CC=C1)N2N=C(C(=NC3CCN(CC3)CC4=CC=CC=C4)N2O)[N+](=O)[O-],Inactive,39,,,46.97,11.0128
1085,14741542,9551685,CCCCC[N+]1=CN(C=C1)C\2=C(C3=CC=CC=C3C(=O)/C2=N\S(=O)(=O)C4=CC=CC=C4)[O-],Inactive,39,,,46.87,3.26128
1086,22401776,6867986,COC1=CC=C(C=C1)NC(=O)CCC(=O)N/N=C/C2=CC=C(S2)[N+](=O)[O-],Inactive,39,,,46.87,5.00083
1087,22401265,4400416,CC(=O)NC1=CC=C(C=C1)NC2=C(C=C(C=C2[N+](=O)[O-])S(=O)(=O)C)[N+](=O)[O-],Inactive,39,,,46.86,4.80047
1088,17401788,915520,CCC1=CC=[N+](C=C1)C2=C(SC(=N2)[O-])C=O,Inactive,39,,,46.77,3.9732
1089,24807349,2296326,CCN(CC)CCNC1=C2C(=NC(=C1)C)C(=CC(=O)C2=O)N3CCCCC3,Inactive,39,,,46.72,4.19378
1090,17386470,6825,C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=CC=N3)O,Inactive,39,,,46.64,1.49043
1091,14740670,1189526,C1=CC=C(C=C1)OC(=O)CS(=O)C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-],Inactive,39,,,46.62,1.39622
1092,51090291,10735291,C1=CC=C2C=[N+](C=CC2=C1)C3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-].[Cl-],Inactive,39,,,46.58,0.728736
1093,22405504,97662,COC1=C(C2=C3C(=C1)C=CN=C3C(=O)C4=CC(=C(C=C42)OC)OC)OC,Inactive,39,,,46.55,3.6356
1094,22414773,9566738,C1CC12C3C=CC2C4C3C(=O)N(C4=O)/N=C/C5=CC=C(O5)[N+](=O)[O-],Inactive,39,,,46.51,1.51167
1095,860538,661823,C1=CC=C(C=C1)C2=CC(=NC3=NC(=NN23)NC(=O)C4=CC=CO4)C5=CC=CC=C5,Inactive,39,,,46.5,11.5733
1096,17516258,3525489,CCCN1C(=O)C(=C(C(=N1)[N+](=O)[O-])C(C#N)C2=NC3=CC=CC=C3O2)Cl,Inactive,39,,,46.49,8.54296
1097,22405105,11840107,C1CC(OC1)C(=O)NC2=CC3=C(C=C2)OC(=N3)C4=CC=CC=C4,Inactive,39,,,46.44,10.445
1098,24791765,3124714,C1CN(CCN1CCOCCO)C2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],Inactive,39,,,46.43,5.0861
1099,24809924,3132782,CCOC(=O)C1=C(N(N=N1)C2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-])C,Inactive,39,,,46.42,0.850065
1100,22408277,2401181,C1=CC(=CC=C1CNC(=O)COC(=O)C2=CC=C(S2)[N+](=O)[O-])F,Inactive,39,,,46.42,1.81995
1101,22415522,2275963,C1CCN(C1)C2=CC=C(O2)/C=C/3\C(=O)NC(=O)N(C3=O)C4=CC5=C(C=C4)OCO5,Inactive,39,,,46.39,2.16603
1102,17517182,2441426,CNC(=O)COC(=O)C1=C(C=C(C=C1)[N+](=O)[O-])Cl,Inactive,39,,,46.36,2.70621
1103,17511398,4527708,CSCCC(C1=NC2=CC=CC=C2N1)NC(=O)C3=CC(=CC(=C3)[N+](=O)[O-])[N+](=O)[O-],Inactive,39,,,46.35,6.99373
1104,24827292,2360409,C1=COC(=C1)CNC(=O)CN2C(=O)C3=C(C2=O)C=C(C=C3)[N+](=O)[O-],Inactive,39,,,46.33,4.781
1105,22400573,1422878,C1=CC(=CC=C1/C=C/2\C(=O)NC(=O)S2)OC3=NC=C(C=C3)[N+](=O)[O-],Inactive,39,,,46.32,3.01467
1106,26662921,1398485,COC(=O)C1CCN(CC1)C2=C(C(=O)C3=CC=CC=C3C2=O)NS(=O)(=O)C4=CC=C(C=C4)Cl,Inactive,39,,,46.31,14.6758
1107,17507671,396300,CCOC(=O)C(=O)N=NC1=C(NC2=CC=CC=C21)O,Inactive,39,,,46.3,9.61281
1108,17510303,12005170,COC1=CC=C(C=C1)N2N=C(C(=NCCC3=CC(=C(C=C3)OC)OC)N2O)[N+](=O)[O-],Inactive,38,,,46.25,1.90253
1109,4250163,3244015,CN(C1=CC=C(C=C1)OC)C(=O)CCS(=O)(=O)C2=CC=CC3=NON=C32,Inactive,38,,,46.21,4.99607
1110,864697,665938,CC1=CC(=NO1)N2C3=C(C=C(C2=O)C#N)C(=O)N4C=CC=CC4=N3,Inactive,38,,,46.17,6.47204
1111,14745851,2352196,CCOC(=O)C1=C(C=C(S1)NC(=O)C2=CC=C(S2)C)C,Inactive,38,,,46.15,5.20559
1112,49817010,135550891,CCN(CC(=O)NC1=CC=CC=C1C(F)(F)F)C(=O)CCC2=NC3=CC=CC=C3C(=O)N2,Inactive,38,,,46.13,2.20907
1113,24804240,3113850,C1COCCN1CCCNC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],Inactive,38,,,46.02,4.15044
1114,14734879,2888081,C1=CC=C(C=C1)CN2C(NC3=CC=CC=C3C2=O)C4=C(C=CC=C4Cl)Cl,Inactive,38,,,46,8.01954
1115,24810414,16193091,CCOC(=O)C1=CC2=C(N=C3C=CC=CN3C2=O)N(C1=NC(=O)/C=C/C4=CC=CC=C4)CC5CCCO5,Inactive,38,,,45.96,5.35523
1116,14735160,2847380,CC(C)(C)N1C(=O)C2=C(N1)C3=C(C=C2)C(=O)C4=CC=CC=C4C3=O,Inactive,38,,,45.93,14.4987
1117,17388564,3803612,CC1=CC(=NC2=C(C(=O)NN12)N=NC3=CC=CC=C3)C,Inactive,38,,,45.92,1.05344
1118,26670178,16241464,CN(C)C=O.C1=CC(=CC(=C1)[N+](=O)[O-])COC2=NC=NC3=C2C=CC(=C3)[N+](=O)[O-],Inactive,38,,,45.91,3.22192
1119,24829349,5343366,CSC1=NN=CN1/N=C/C2=CC=C(C=C2)[N+](=O)[O-],Inactive,38,,,45.89,8.34615
1120,17504567,715039,C1=CC2=C(C=C1F)C(=C(N2)O)N=NC(=S)N,Inactive,38,,,45.8,0.413012
1121,24811636,4591603,CC(C)SC1=CC(=C(C2=NON=C12)[N+](=O)[O-])NCCOC(=O)C,Inactive,38,,,45.79,3.0244
1122,17510850,3424815,C1CN(CCC12OCCO2)C3=CC(=C(C4=NON=C34)[N+](=O)[O-])NCCO,Inactive,38,,,45.78,0.910619
1123,17514316,4155209,C1COC(=CO1)C(=O)NC2=CC(=C(C=C2)O)C3=NC4=CC=CC=C4S3,Inactive,38,,,45.77,1.4686
1124,17507319,2842561,C1CC(OC1)CNS(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-],Inactive,38,,,45.75,9.47837
1125,24811662,9676716,C1=CC=NC(=C1)/C=N/NC(=O)C2=CC=C(C=C2)[N+](=O)[O-],Inactive,38,,,45.73,1.02218
1126,14732758,6619603,C1CC(CN(C1)S(=O)(=O)C2=CC=CC3=NSN=C32)C(=O)NCC4=CN=CC=C4,Inactive,38,,,45.68,8.20205
1127,4244506,3239089,CC1=CC2=NC3=C(C=C2C=C1)C=C(O3)C(=O)NCCN4CCOCC4,Inactive,38,,,45.65,5.228
1128,24823052,6269686,CC1=C2C(=O)C=C(NC2=NC(=N1)C(Cl)(Cl)Cl)C(=O)OC,Inactive,38,,,45.54,5.25966
1129,859934,661236,CC1=CC(=CC=C1)N2C3=NC=NC(=C3C=N2)NC4=CC(=CC=C4)OC,Inactive,38,,,45.52,3.8488
1130,24815923,16194787,C1=CC=NC(=C1)CSC2=NN=C3N2N=C(C=C3)C4=CC(=CC=C4)[N+](=O)[O-],Inactive,38,,,45.46,8.09416
1131,24820190,3280573,COC1=CC=C(C=C1)C2=C(C=NN2)N=NC3=CC=CC=C3,Inactive,38,,,45.4,10.0803
1132,47199314,1187101,CN(C1=CC=C(C=C1)O)C2=NC(=C(S2)C3=C4C=CC=CC4=NC3=O)O,Inactive,38,,,45.37,5.6229
1133,24792581,2961008,CC1(CC(CC(N1)(C)C)NC(=O)CCCN(C)S(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-])C,Inactive,38,,,45.23,3.12106
1134,7975807,2912806,C1CCC2=C(C1)C(=C(S2)NC(=O)C3=CC=CS3)C(=O)NCC4CCCO4,Inactive,38,,,45.19,13.7391
1135,14742244,5111649,C1CCC2C(C1)N(C3=C([N+]2=O)C4=CC=CC=C4C3=O)[O-],Inactive,38,,,45.18,3.46248
1136,24811463,714064,C1=CC=C(C(=C1)CN2C=CC=C(C2=O)[N+](=O)[O-])Cl,Inactive,38,,,45.17,9.57496
1137,24808681,2839452,C1COCCN1C(=O)CCN2C(=O)C3=CC=CC4=C3C(=CC=C4)C2=O,Inactive,38,,,45.16,1.62037
1138,56322953,24982281,COC1=C(C=C2CN(CCC2=C1)C(=O)CN3C(=O)C4=C(C3=O)C=C(C=C4)[N+](=O)[O-])OC,Inactive,38,,,45.14,3.83231
1139,49672722,6107892,C1C/C(=C\C2=C(C=CC=C2F)F)/C3=NC4=CC=CC=C4C(=C3C1)C(=O)O,Inactive,37,,,45.01,8.37536
1140,51089064,7474993,CNC(=O)C1=C(SC2=C1CCC2)NC(=O)C3=CC=CO3,Inactive,37,,,45,13.1765
1141,4251788,3245431,CCCCN(CC)CCCNC(=O)C1=CC2=C(O1)N=C3C=C(C=CC3=C2)OC,Inactive,37,,,44.93,2.43979
1142,17387450,823976,CC1=NC(=CC=C1)NC(=O)C2=CC=C(O2)[N+](=O)[O-],Inactive,37,,,44.93,3.23222
1143,7967232,334780,CN1C2=C(C(=O)N(C1=O)C)N=NC=N2,Inactive,37,,,44.85,2.75748
1144,49822406,24685234,CC(C)OCCCNC(=O)C1=CC2=C(C=C1)C(=O)C3=CC=CC=C3S2(=O)=O,Inactive,37,,,44.78,2.72945
1145,7973366,1803566,C1=CC2=C(C=C1OC3=CC4=C(C=C3)C(=O)N(C4=O)CCCO)C(=O)N(C2=O)CCCO,Inactive,37,,,44.65,11.522
1146,26658252,19103,C1=CC2=C(C=CC(=C2N=C1)O)N=O,Inactive,37,,,44.64,4.98339
1147,49645758,24747336,C1CCN(C1)C2CCN(CC2)C(=O)C3=CC4=C(C=C3)C(=O)C5=CC=CC=C5S4(=O)=O,Inactive,37,,,44.63,2.00175
1148,17511008,3681002,COC1=CC(=C(C(=C1)[N+](=O)[O-])C(=O)N2CCOCC2)[N+](=O)[O-],Inactive,37,,,44.62,5.25097
1149,26669954,4593286,C1=CC2=C(C=C1[N+](=O)[O-])C(=C(N2)O)N=NC(=O)N,Inactive,37,,,44.55,6.06461
1150,24822785,9567043,C1=CC=NC(=C1)/C(=N/OC(=O)C2=CC(=CC=C2)[N+](=O)[O-])/N,Inactive,37,,,44.53,4.68329
1151,14723840,598857,C1=CC=C2C=C(C=CC2=C1)OCC(=O)NC3=CC=CC4=C3N=CC=C4,Inactive,37,,,44.52,2.24241
1152,24785745,16188891,C1=CC2=C(C3=C(C=CC=[N+]3CC4=CC=C(C=C4)[N+](=O)[O-])C=C2)N=C1.[Br-],Inactive,37,,,44.51,5.55988
1153,24841396,5976186,C1CC(=O)NN=C1C(=O)NCCN2C(=O)/C(=C/C3=CN=CC=C3)/SC2=O,Inactive,37,,,44.47,10.7621
1154,17431537,1722413,CC1=CC(=NC(=N1)NC(=O)C2=CC(=CC(=C2)[N+](=O)[O-])[N+](=O)[O-])C,Inactive,37,,,44.42,2.79311
1155,57264668,16321864,CC(C)N1C2=C(C=N1)C(=CC(=N2)C3CC3)C(=O)NCC(=O)NC4=CC=CC=C4Br,Inactive,37,,,44.41,10.4019
1156,24794311,2960747,CN1CCN(CC1)CC(=O)NC2=C(C=C(C=C2)Br)[N+](=O)[O-],Inactive,37,,,44.33,3.28598
1157,17410773,834793,C1=CC(=CN=C1)NC(=O)/C=C/C2=CC=C(C=C2)[N+](=O)[O-],Inactive,37,,,44.32,4.85145
1158,49822875,16406440,CC(C)C[C@@H](C(=O)N[C@@H](CC1=CNC2=CC=CC=C21)C(=O)O)NC(=O)N3CC(=O)NC4=CC=CC=C43,Inactive,37,,,44.29,4.81568
1159,24802588,1148031,C1CN(CCN1C(=O)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=C(C=C3)F,Inactive,37,,,44.27,13.7372
1160,863452,664704,CC1=CC=CN2C1=NC3=C(C2=O)C=C(C(=NC(=O)C4=CN=CC=C4)N3CC5CCCO5)C#N,Inactive,37,,,44.24,15.2777
1161,3712029,2879611,CS(=O)(=O)N(CC(CN1C2=CC=CC=C2C3=CC=CC=C31)O)C4=CC=CC=C4,Inactive,37,,,44.23,5.12062
1162,22416405,898288,CCN1CCN(CC1)C(=O)/C=C/C2=CC=C(C=C2)[N+](=O)[O-],Inactive,37,,,44.16,9.77243
1163,4263594,1292313,C1CC2=CC=CC=C2N(C1)C3=NC(=NC(=N3)N)CSC4=NN=NN4C5=CC=CC=C5,Inactive,37,,,44.09,1.44609
1164,24820902,3111259,C1=CC=C2C(=C1)N=CN2C(=O)C3=C(C=C(C=C3)[N+](=O)[O-])[N+](=O)[O-],Inactive,37,,,44.06,1.36987
1165,24834775,3556375,CC(C)N(C(C)C)C(=O)CN1C=NC2=C(C1=O)C=CC(=C2)[N+](=O)[O-],Inactive,37,,,44.02,4.86838
1166,24807480,3162260,CCOCCCNC1=C(C=C2C(=N1)N=C3C=CC(=CN3C2=O)C)C(=O)NCC4CCCO4,Inactive,37,,,43.98,2.4865
1167,22404300,9564809,COC(=O)N/N=C/C1=CC=C(S1)[N+](=O)[O-],Inactive,37,,,43.92,2.07805
1168,3715291,2623034,CN(CC1=CC=CC=C1)C(=O)CSC2=NN=C(N2C3=CC=CC=C3)C4=CC=CO4,Inactive,36,,,43.86,6.42966
1169,24828829,4780308,C1CCN(C1)C2=C3C=CN=CC3=C(C=C2)[N+](=O)[O-],Inactive,36,,,43.78,3.05256
1170,17511183,753169,COC1=CC=C(C=C1)NC(=S)NC2=CC3=NSN=C3C=C2,Inactive,36,,,43.75,1.12989
1171,24797081,5767227,CC[N+]1=CC=C(C2=CC=CC=C21)/C=C\3/N(C4=CC=CC=C4S3)CCCS(=O)(=O)[O-],Inactive,36,,,43.72,4.17808
1172,4261006,2214213,C1COCCN1C(=O)NC2=CC3=C(C=C2)N=C(C(=N3)C4=CC=CS4)C5=CC=CS5,Inactive,36,,,43.7,2.40089
1173,24818302,2766167,CCN1CCN(CC1)CCC2C(=O)NC3=C(O2)C=C(C=C3)[N+](=O)[O-],Inactive,36,,,43.66,8.56271
1174,4244583,3239161,C=CCN1C2=C(C=C(C1=O)C#N)C(=O)N3C=CC=CC3=N2,Inactive,36,,,43.63,5.83512
1175,56314752,24978655,CN(C1CCS(=O)(=O)C1)C(=O)COC(=O)CSC2=C(C=C(C=C2)C(=O)N)[N+](=O)[O-],Inactive,36,,,43.62,2.87027
1176,49645511,10617195,C1CCN(C1)C(=O)C2=CC3=C(C=C2)C(=O)C4=CC=CC=C4S3(=O)=O,Inactive,36,,,43.61,6.00347
1177,14725672,789261,C1=C(OC(=C1)Br)/C=C(/C#N)\C(=O)N,Inactive,36,,,43.59,6.31634
1178,47199337,1208269,C1=CC=C(C=C1)NC2=C(C(=O)NC=C2C=C(C#N)C#N)C#N,Inactive,36,,,43.56,0.732047
1179,24812126,5879880,CCOC(=O)C(C)/C(=N\NC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-])/C,Inactive,36,,,43.56,9.44249
1180,49644413,858944,CCN(CC)C(=O)CSC1=NN=C(O1)C2=CNC3=CC=CC=C32,Inactive,36,,,43.53,10.7877
1181,17514525,4534237,CN(CCO)C1=C(C2=NON=C2C(=C1)N3CCN(CC3)C(=O)C4=CC=CO4)[N+](=O)[O-],Inactive,36,,,43.48,1.85653
1182,4265407,1255169,CCN1C(=NN=C1SCC2=NC(=NO2)C3=CC=CS3)C4=CNC5=CC=CC=C54,Inactive,36,,,43.44,4.68417
1183,49819366,2965907,C1CC(OC1)CN2C(=O)C3=C(C2=O)C=C(C=C3)C(=O)NC4=CC=C(C=C4)CC(=O)O,Inactive,36,,,43.43,6.39851
1184,14742371,6401665,CC1=CN=NC2=C1C3=NO[N+](=C3C=C2)[O-],Inactive,36,,,43.43,9.1611
1185,22402300,15944882,C[N+]1=C(C=C(N=C1)C2=CC=CC=C2)C3=CC=CC=C3.[I-],Inactive,36,,,43.37,2.33027
1186,24813911,16194194,C1CCCN(CC1)CCCNC2=C(C=C(C=C2)C(=O)NC3=CC(=CC(=C3)F)F)[N+](=O)[O-].Cl,Inactive,36,,,43.35,11.2041
1187,4242325,3237194,C1=CC=C2C(=C1)N=CC(=N2)C(=O)NC3=CN=CC=C3,Inactive,36,,,43.34,2.15307
1188,24829895,2477447,CC(C)(C)NC(=O)CN1C=NC2=C(C1=O)C=CC(=C2)[N+](=O)[O-],Inactive,36,,,43.29,1.97065
1189,24805555,3089122,C1=CC=NC(=C1)NC2=C(C=C(C=C2[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],Inactive,36,,,43.25,1.68014
1190,22412167,736077,CC1=C2C(=C(S1)N)C(=O)N(N=C2C(=O)OC)C3=CC=C(C=C3)OC,Inactive,36,,,43.24,3.6836
1191,4247910,3242060,COC1=CC=C(C=C1)N2CCN(CC2)CCNC(=O)CCS(=O)(=O)C3=CC=CC4=NSN=C43,Inactive,36,,,43.23,3.2715
1192,17403526,2829619,CN1CCN(CC1)C2=C3C(=C(C=C2)[N+](=O)[O-])C=CC=N3,Inactive,36,,,43.15,1.85951
1193,17432227,1259791,CC1=NC=CN1C(=O)C2=C3N=C(C=C(N3N=C2)C(F)F)C4=CC=C(C=C4)OC,Inactive,36,,,43.13,6.491
1194,24795006,2968781,C1CC(OC1)CN2CCN3C(=NC4=C3C=CC(=C4)[N+](=O)[O-])C2,Inactive,36,,,43.12,8.63928
1195,17401783,950727,CC(C)C1=CC=[N+](C=C1)C2=C(SC(=N2)[O-])C=O,Inactive,36,,,43.12,4.16751
1196,24834931,4326922,COC(=O)C1=CC(=CC(=C1)[N+](=O)[O-])C(=O)OCC(=O)NC2CCS(=O)(=O)C2,Inactive,36,,,43.09,4.90829
1197,24820741,3136984,CN1C=C(C(=N1)C(=O)NNC(=O)C2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],Inactive,36,,,43.07,3.19191
1198,26658678,2008063,CCOC1=C(C=C(C=C1)/C=C\2/C(=O)N(C(=S)S2)NS(=O)(=O)C3=CC=CC=C3)OC,Inactive,36,,,42.95,1.62342
1199,49734436,24793561,CC1=C(C=C(C=C1)NC(=O)CS(=O)CC(=O)NC2=CC=CC=C2C3=CC=C(O3)C)Cl,Inactive,36,,,42.94,4.15921
1200,4249341,686110,CC(=O)NC1=C2C3=CC=CC=C3C(=O)C4=C2C(=CC=C4)N(C1=O)C,Inactive,36,,,42.93,2.57414
1201,17512755,3776314,CCN(CC)C1=CC=C(C=C1)N=NC2=NN(C(=C2[N+](=O)[O-])C)C,Inactive,36,,,42.88,4.87567
1202,17513309,6882437,C1=CC(=CC(=C1)[N+](=O)[O-])/C=N/NC(=O)C2=NC=CN=C2,Inactive,36,,,42.84,3.20409
1203,24823336,16195459,C1COCCN1C(=O)CN2C=C(C3=CC=CC=C32)/C=C/4\C(=O)N(C(=S)S4)CC(=O)O,Inactive,36,,,42.84,5.07381
1204,22406936,5106935,CCOC1=CC=CC=C1NC(=O)COC(=O)C(CC(C)C)N2C(=O)C3CC=CCC3C2=O,Inactive,35,,,42.71,8.11061
1205,17403642,304457,C1COCCN1C2=CC=CC3=C2C(=O)C4=CC=CC=C4C3=O,Inactive,35,,,42.64,5.67708
1206,24813559,3097087,CN1C2=CC(=C(C=C2N(C(=O)C1=O)C)[N+](=O)[O-])[N+](=O)[O-],Inactive,35,,,42.56,1.37426
1207,17508366,848023,CC1=CC(=NC(=C1C#N)SCC2=NN=C(O2)C3=CC=CC=C3)C,Inactive,35,,,42.54,6.68275
1208,24783844,2228981,CN1C=NN=C1SC2=C(C=C(C=C2)S(=O)(=O)C)[N+](=O)[O-],Inactive,35,,,42.51,9.65438
1209,17505748,72323,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)O)OC)OC,Inactive,35,,,42.44,3.87155
1210,842268,644527,CC(=O)NC1=CC2=C(C=C1)OC(=N2)C3=CC=CC=C3Br,Inactive,35,,,42.43,14.0206
1211,4248647,3242704,C1COCCN1CCCNC(=O)C2=CC3=C(C=CC(=C3)Br)OC2=O,Inactive,35,,,42.37,4.50235
1212,4247392,3241608,CC1=CC2=NC3=C(C=C2C=C1)C=C(O3)C(=O)NCCCN4CCCCCC4,Inactive,35,,,42.3,11.7429
1213,49729862,3094205,C1CN(CCC1CNC(=O)C2=CC=C(C=C2)[N+](=O)[O-])C(=O)C3=CC=C(C=C3)[N+](=O)[O-],Inactive,35,,,42.22,5.37243
1214,24783895,2835097,C1=CC(=CC=C1C(=O)N)NC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],Inactive,35,,,42.16,4.991
1215,7968460,5309417,COC1=CC=C(C=C1)NC(=O)C2CCCCN2S(=O)(=O)C3=CC=C(C=C3)F,Inactive,35,,,42.14,7.52917
1216,22416165,2055973,COCC1=NN=C(S1)NC(=O)C2=CC(=CC(=C2)[N+](=O)[O-])C(=O)OC,Inactive,35,,,42.11,4.18198
1217,26657697,2309937,C1=CC=[N+](C=C1)C2=NC3=CC=CC=C3N=C2C(=C=[N-])C#N,Inactive,35,,,42.11,2.90264
1218,843864,646169,C1=CC2=NC=CN=C2C=C1NC(=O)C3=NC=CN=C3,Inactive,35,,,42.08,3.67012
1219,17403377,3103713,CCOC(=O)CN1C=C(N=C1[N+](=O)[O-])[N+](=O)[O-],Inactive,35,,,42.06,10.3683
1220,14738264,720610,CC1=CC2=C(C=C1)N=CN=C2NC3=CC(=C(C=C3)C)C,Inactive,35,,,42.06,17.5908
1221,17510139,3411561,COC(CNC(=O)C1=CC2=C(C=C1)N=C(C(=N2)C3=CC=CS3)C4=CC=CS4)OC,Inactive,35,,,42.05,1.32456
1222,57264974,4796002,CC(C)C1=CC=C(C=C1)CN(C)C(=O)C2=CC=C(C=C2)S(=O)(=O)NCC3=CC=CO3,Inactive,35,,,42.02,3.50285
1223,26725880,934441,CC1=NC(=NN1)S/C(=C/2\C3=CC=CC=C3NC2=O)/C(=O)O,Inactive,35,,,41.97,2.11766
1224,24791749,2359990,CC1=CC(=C(C=C1)OC)NC(=O)C2=CC=CC=C2NS(=O)(=O)C3=CC=C(S3)Cl,Inactive,35,,,41.93,8.32339
1225,24784669,2888346,C1CS(=O)(=O)CC1NC(=O)CCCN2C(=O)C3=CC=CC4=C3C(=CC=C4)C2=O,Inactive,35,,,41.92,2.4199
1226,14731743,2185441,CCN1C(=NN=C1SCC(=O)NC2=CC3=C(C=C2)C4=CC=CC=C4O3)C5=CC=C(C=C5)N,Inactive,35,,,41.88,1.83989
1227,56320979,24981442,CCN1C(=O)[C@H]2[C@@H](C1=O)[C@@]3(CCCCN3[C@@H]2C4=CC(=C(C=C4)C5=CC=C(C=C5)F)OC)C(=O)OC.C(=O)(C(F)(F)F)O,Inactive,35,,,41.83,1.10387
1228,22406440,3320895,C1CCN(CC1)S(=O)(=O)C2=CC(=C(C=C2)O)NC(=O)C3=CC=CC=C3NS(=O)(=O)C4=CC(=C(C=C4)F)F,Inactive,35,,,41.83,11.9192
1229,24811416,540143,CC1=C(N=NN1C2=CC=C(C=C2)[N+](=O)[O-])C(=O)C,Inactive,35,,,41.82,1.26535
1230,14725485,1108211,CC1=C(C(=NN1)C)N2C(=O)C3=C4C(=C(C=C3)Br)C=CC=C4C2=O,Inactive,35,,,41.78,4.47774
1231,24811417,704044,CCOC(=O)C1=C(N(N=N1)C2=CC=C(C=C2)[N+](=O)[O-])C,Inactive,35,,,41.77,3.28233
1232,24787083,1003789,C1=C(C=C(C(=C1Cl)OCC(=O)O)Br)/C=C/2\C(=O)NC(=O)N2,Inactive,35,,,41.67,5.80839
1233,4243485,3238200,COC1=C(C=C(C=C1)C(=O)O)NS(=O)(=O)C2=CC=CC3=NSN=C32,Inactive,35,,,41.64,6.08684
1234,24791460,4272178,C1COCCN1C2=CC(=C(C3=NON=C23)[N+](=O)[O-])NC4=CC=CC=C4O,Inactive,35,,,41.63,5.83823
1235,863704,664956,C1=CSC(=C1)C(=O)NC2=CC3=C(C=C2)N=C(N3)C4=CC=C(O4)Br,Inactive,35,,,41.63,14.8445
1236,4245397,677487,C1CN2C=NC3=CC=CC4=C3C2=C(C1=O)C=C4,Inactive,35,,,41.6,17.5283
1237,49732805,774021,C1COCCN1C2=CC=C(C=C2)NC(=O)C3=CC=C(O3)[N+](=O)[O-],Inactive,34,,,41.48,2.42375
1238,22406422,4520219,C1=C(C=C(C(=C1Br)NC(=O)CSC2=NC=NN2)Br)[N+](=O)[O-],Inactive,34,,,41.47,7.77701
1239,17514276,12005795,CN(C)CCNC(=O)C(=O)NCC1N(CCO1)S(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-],Inactive,34,,,41.47,0.782111
1240,17514328,12005812,CCN(CC)CCNC(=O)C(=O)NCC1N(CCO1)S(=O)(=O)C2=CC=C(C=C2)[N+](=O)[O-],Inactive,34,,,41.46,1.33847
1241,49640668,3128187,CC(=O)C1=CC=C(C=C1)NC2=CC=C(C3=NON=C23)[N+](=O)[O-],Inactive,34,,,41.44,4.18717
1242,4262953,2236497,CC1=CC2=NN(N=C2C(=C1N)Br)C3=CC=C(C=C3)OC,Inactive,34,,,41.4,3.7289
1243,22413941,1232189,C1COCCN1C2=CC=C(C=C2)/C=C/3\C(=O)N(C(=O)S3)CC(=O)N4CCOCC4,Inactive,34,,,41.36,1.08587
1244,3716860,2313925,CC(=O)N1C(=O)C2=CC=CC3=C2C(=CC=C3)C(=O)N1C(=O)C,Inactive,34,,,41.27,1.9295
1245,17504033,12004456,COC1=CC=C(C=C1)C2=NN(C=C2/C=C\3/C(=O)N=C(S3)N)CCC(=O)O,Inactive,34,,,41.26,1.30697
1246,24810304,16193053,C1=CC(=CC=C1N2N=C(C(=NCC3=CC=NC=C3)N2O)[N+](=O)[O-])Cl,Inactive,34,,,41.24,0.673761
1247,24781226,4405420,CC1CC(=O)N(C1=O)C2=CC(=C(C=C2)NC3=CN=C(C=C3)OC)[N+](=O)[O-],Inactive,34,,,41.2,5.83899
1248,17408684,11958748,C1=CC=C(C=C1)C[N+]2=CC=CC3=C2C=CC4=CC=CC=C43.[Cl-],Inactive,34,,,41.19,2.4547
1249,24789916,4280205,C1=CC(=CC=C1C(=O)NC2=C(C=CC(=C2)S(=O)(=O)N)O)[N+](=O)[O-],Inactive,34,,,41.04,1.74973
1250,26725860,5343613,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)NC(=O)/C=C/C(=O)O,Inactive,34,,,41.02,2.00098
