PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_EXT_DATASOURCE_SMILES,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,ConfValue1,DMSOMean1,DMSOStddev1,EC80Mean1,EC80Stddev1,ECMAXMean1,ECMAXStddev1,Zprime_DMSO_EC80_1,Zprime_DMSO_ECMAX_1,ConfValue2,DMSOMean2,DMSOStddev2,EC80Mean2,EC80Stddev2,ECMAXMean2,ECMAXStddev2,Zprime_DMSO_EC80_2,Zprime_DMSO_ECMAX_2
RESULT_TYPE,,,,,,,,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT
RESULT_DESCR,,,,,,,,minimum fluorescence intensity value subtracted from the maximum fluorescence intensity value for sample 1 of test compound,Mean of the DMSO (vehicle) control for sample 1 calculated on a per plate basis,Standard deviation of the DMSO (vehicle) control for sample 1 calculated on a per plate basis,Mean of the EC80 acetylcholine control for sample 1 calculated on a per plate basis,Standard deviation of the EC80 acetylcholine control for sample 1 calculated on a per plate basis,Mean of the ECMax acetylcholine control for sample 1 calculated on a per plate basis,Standard deviation of the ECMax acetylcholine control for sample 1 calculated on a per plate basis,Zprime for sample 1 calculated as 1-[3* (EC80Stddev1 + DMSOStddev1) / (EC80Mean1 - DMSOMean1)],Zprime for sample 1 calculated as 1-[3* (ECMAXStddev1 + DMSOStddev1) / (ECMAXMean1 + DMSOMean1)],minimum fluorescence intensity value subtracted from the maximum fluorescence intensity value for sample 2 of test compound,Mean of the DMSO (vehicle) control for sample 2 calculated on a per plate basis,Standard deviation of the DMSO (vehicle) control for sample 2 calculated on a per plate basis,Mean of the EC80 acetylcholine control for sample 2 calculated on a per plate basis,Standard deviation of the EC80 acetylcholine control for sample 2 calculated on a per plate basis,Mean of the ECMax acetylcholine control for sample 2 calculated on a per plate basis,Standard deviation of the ECMax acetylcholine control for sample 2 calculated on a per plate basis,Zprime for sample 2 calculated as 1-[3* (EC80Stddev2 + DMSOStddev2) / (EC80Mean2 + DMSOMean2)],Zprime for sample 2 calculated as 1-[3* (ECMAXStddev2 + DMSOStddev2) / (ECMAXMean2 - DMSOMean2)]
RESULT_UNIT,,,,,,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE
89,845667,648030,COC1=CC=CC=C1C(=O)NN2C(=NC3=CC=CC=C3C2=O)C4CCC4,Inactive,0,,,575.918,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,461.245,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
90,845731,648093,CCOC1=CC2=C(C=C1)N(C3=C2N=NC(=N3)SCC(=O)N4CCCCC4C)C,Inactive,0,,,408.857,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,461.51,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
91,845776,6602694,CCC1(CC2=CC=CC=C2/C(=C/C(=O)N3CCCCC3)/N1)C.Cl,Active,100,,,16.265,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,19.673,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
92,845783,648147,COC1=CC2=C(C=C1)C=C(C(=O)N2)CN(CC3=CN=CC=C3)S(=O)(=O)C4=CC=CC=C4,Inactive,0,,,564.122,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,617.265,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
93,845932,648300,CN(C)CCNC1=C2CCCCC2=C(C3=NC4=CC=CC=C4N13)C#N,Active,100,,,325.633,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,429.02,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
94,845965,648333,COC(=O)C1=CC=CC=C1NC(=O)CN2CCC(CC2)N3C4=C(C=C(C=C4)F)N=N3,Inactive,0,,,568.306,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,620.612,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
95,846030,648402,CC(C)CCNC(=O)C(C1=CC=C(C=C1)OC)N(CCOC)C(=O)CCC(=O)NC2=CC=CC=N2,Inactive,0,,,602.959,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,547.796,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
96,846141,6602763,C1CN2C3=CC=CC=C3N(C2=N1)CC(=O)C45CC6CC(C4)CC(C6)C5.Br,Active,100,,,301.367,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,373.326,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
97,846144,6602693,C1CN(CCN1)CCOC(C2=CC=CC=C2)C3=CC=CC=C3.Cl,Active,100,,,99.265,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,196.816,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
98,846221,648602,CC1=CC2=CC(=C(N=C2C=C1)N3CCN(CC3)C(=O)C4=CC=CS4)C#N,Inactive,0,,,666.979,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,571.266,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
99,846259,648645,CCOC1=CC=CC=C1C2=NC(=NO2)C3=C(N=C(C=C3)C)OC,Inactive,0,,,674.081,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,651.02,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
100,846309,648695,CCOC(=O)C1=CC=C(C=C1)NC(=O)CSC2=NC=CN2C,Inactive,0,,,642.755,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,602.449,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
101,846325,648711,COC1=CC=CC=C1CNS(=O)(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCOCC3,Inactive,0,,,620.511,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,589.449,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
102,846358,648743,CCCCN1C(=O)C2=CC=CC=C2N=C1SCC(=O)NC3=NN=C(S3)CC,Inactive,0,,,562.877,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,641.306,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
103,846366,6602554,CCN(CC)CCOC(=O)C1=CC(=CC=C1)Br.Cl,Active,100,,,465.469,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,478.776,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
104,846376,648768,CN(CCC#N)CC(=O)NC1=CC=C(C=C1)NC(=O)CN(C)CCC#N,Inactive,0,,,709.51,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,685.265,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
105,846546,648938,CC1CCC2=C(N1C(=O)CSC3=NN=C(N3C)C4=CC=CS4)C=CC(=C2)F,Inactive,0,,,549.51,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,540.632,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
106,846550,1633229,CN\1C2=CC=CC=C2S/C1=C/C(=O)C3=CC=CS3,Inactive,0,,,540.49,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,549.653,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
107,846557,648949,CCCCN1C2=CC=CC=C2N(C1=N)CC(COC3=CC=CC=C3)O,Inactive,0,,,652.184,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,601.898,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
108,846558,648950,CC1=CC(=C(C=C1)C)N2CCN(CC2)S(=O)(=O)C3=CC4=C(C=C3)OCCO4,Inactive,0,,,641.204,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,640.776,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
109,846600,648990,C1=CC=C(C=C1)S(=O)(=O)NC2=NC3=CC=CC=C3N2,Active,100,,,269.551,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,518.082,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
110,846605,648996,CCC1=CC=C(C=C1)OCC2=NN=C(N2CC)SCCN3CCOCC3.C(=O)(C(=O)O)O,Active,100,,,271.51,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,355.326,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
111,846638,649034,C1CN(CCC1NC(=O)C2COC3=CC=CC=C3O2)CC4=CC=CC=C4,Active,100,,,382.755,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,370.918,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
112,846676,9568630,C1CCC2=C(C1)C(=C(S2)N3C=CC=C3/C=N/O)C#N,Active,100,,,196.164,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,299.021,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
113,846706,649098,COC1=CC=C(C=C1)C(=O)CSC2=NN=C(O2)CN3C=NC4=CC=CC=C43,Active,100,,,507.082,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768,556.715,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755
114,846732,649125,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)N2CCN(CC2)CC3=CC(=C(C=C3)OC)OC.C(=O)(C(=O)O)O,Inactive,0,,,530.143,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,528.735,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
115,846743,649136,CN(C1CCCCC1)S(=O)(=O)C2=CC=C(C=C2)S(=O)(=O)N3CCCC3,Active,100,,,137.571,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,517.306,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
116,846818,649211,CC1=CC=C(C=C1)C2=NN=C(N2C)SCC(=O)NC3=NC4=C(S3)CCCC4,Inactive,0,,,647.306,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,635.551,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
117,846845,649238,COCCNC(=O)CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3.C(=O)(C(=O)O)O,Inactive,0,,,577.878,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,560.674,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
118,846940,649332,CCC(C)(C)N1C(=NN=N1)C(C2=CC3=C(C=CC(=C3)OC)NC2=O)N4CCC5=CC=CC=C54,Inactive,0,,,462.775,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,509.265,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
119,847067,649461,CC1=CC=C(C=C1)CN2C3=C(N=C2SCCN4CCCCC4)N(C(=O)N(C3=O)C)C,Active,100,,,273.858,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,260.817,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
120,847078,6603146,CC1=C(OC2=CC=CC=C12)C(=O)OCCN3CCCCC3.Cl,Active,100,,,12.959,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,13.632,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
121,847208,212873,CCN(CC)CCOC(=O)C12CC3CC(C1)CC(C3)C2,Active,100,,,58.511,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,286.796,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
122,847209,649609,CC1=C(SC(=C1C(=O)OC)NC(=O)CSC2=NN=C(N2C)CN3C4=CC=CC=C4N=N3)C,Active,100,,,452.939,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,406.959,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
123,847248,649647,C1CCC(CC1)C(=O)N(CCN2CCCC2)C3=NC4=CC=CC=C4S3,Inactive,0,,,769.592,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,666.183,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
124,847271,649670,CC1=CC2=C(C=C1)NC(=O)C(=C2)C3=C(N4C=CC(=CC4=N3)C)NCC5=CC=CO5,Inactive,0,,,430.163,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,393.123,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
125,847356,649755,CCC(=O)NC1=CC(=C(C=C1)NC(=O)CN2CCCC(C2)C)Cl,Inactive,0,,,626.795,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,599.184,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
126,847389,649784,CCOC(=O)C1=C(OC(=C(C1C2=CC3=C(C=C2Br)OCO3)C#N)N)C,Active,100,,,357.225,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,477.612,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
127,847409,649804,CN1C(=CN=C1SCC(=O)N2CCCCC2)C3=CC=C(C=C3)F,Inactive,0,,,416.449,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,443.816,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
128,847431,649837,CC1=C(C=C(C=C1)Cl)N2CCN(CC2)C(C3=CC=C(C=C3)C#N)C4=NN=NN4C5CCCC5,Inactive,0,,,671.448,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,614.225,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
129,847465,649870,CC1=CC(=CC=C1)N(C(C2=CC=CS2)C(=O)NCCOC)C(=O)CN3C4=CC=CC=C4N=N3,Inactive,0,,,682.531,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,675.653,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
130,847471,649876,COC(=O)C1=CC=CC=C1NC(=O)CN2CCN(CC2)C34CC5CC(C3)CC(C5)C4,Active,100,,,386.306,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,400.02,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
131,847659,650070,COC1=CC=CC=C1C(C2=NN=NN2C3CCCC3)N4CCN5CCCC5C4,Active,100,,,485.836,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845,460.102,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803
132,847753,650162,CC(C)CCN1C2=C(N=C1NCCN(C)C)N(C(=O)NC2=O)C,Inactive,0,,,641.775,16.6596,2.83897,596.015,46.9836,896.89,56.9892,0.742,0.796,561.204,25.2991,8.41132,603.282,47.3924,797.635,46.595,0.71,0.786
133,847763,135450653,CC1=CC(=C(C=C1)C)CN2C3=C(C(=O)NC(=N3)C(=O)NCC4=CC=CO4)N=N2,Inactive,0,,,525.775,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,594.755,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
134,847771,6603071,CC(C)CC(C1=NN=NN1CC2=CC=CS2)N3CCN(CC3)CC4=CC=CC=C4OC.Cl,Active,100,,,517.836,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782,598.919,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822
135,847885,6602613,C1CN(CCC1O)CC(=O)N2C3=CC=CC=C3C=CC4=CC=CC=C42.Cl,Active,100,,,204.143,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,282.102,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
136,848002,650426,CN1C(=CN=C1NCC2=CC(=CC=C2)Cl)C3=CC4=C(C=C3)OCO4.C(=O)(C(=O)O)O,Active,100,,,61.51,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,157.306,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
137,848147,650576,CC1=CC(=O)C2=C(N1)C=CC(=C2)C(=O)OC,Active,100,,,71,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,348.163,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
138,848200,650627,CCN1C(=NN=C1SCC(=O)N)C2=CC3=C(S2)N(N=C3C)C4=CC=CC=C4,Inactive,0,,,502.531,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,474.959,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
139,848208,650635,CCN1C(=NN=C1SCC(=O)O)C2CCCCC2,Inactive,0,,,562.368,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,562.143,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
140,848230,6603671,C1CCN(CC1)CCSC2=NN=C(N2CC3=CC=CO3)COC4=CC=C(C=C4)Cl.Cl,Active,100,,,18.286,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,23.02,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
141,848267,650705,CC1=CC=C(C=C1)S(=O)(=O)NC2=NCN(CN2)C3CCN(CC3)CC4=CC=CC=C4,Inactive,0,,,420.919,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,478.041,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
142,848279,650717,C1CC1C(=O)NC2CC3CCC(C2)N3C(=O)NCC4=CC=CC=C4,Active,100,,,343.857,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755,493.204,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768
143,848290,650727,CC1=CC(=NO1)NC(=O)CN2C(=O)C3=C(N=N2)SC4=C3CCCC4,Inactive,0,,,474.734,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,623.653,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
144,848330,650765,CC1=CC=C(O1)C(C(=O)NC2CCCC2)N(CC3=CN=CC=C3)C(=O)C4=C(C(=NS4)C(=O)N)N,Inactive,0,,,620.796,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,579.102,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
145,848349,6603173,COC(=O)NC1=CC2=C(C=C1)SC3=CC=CC=C3N2C(=O)CCN4CCOCC4.Cl,Active,100,,,486.632,22.8706,6.91594,616.37,29.1445,819.667,54.5919,0.818,0.768,502.551,17.5332,6.06815,633.626,51.1458,957.265,70.72,0.721,0.755
146,848350,2893244,C1CN(CC1C2=CC=CC=C2)CCC(=O)C3=CC=CS3.Cl,Inactive,0,,,547.959,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,480.775,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
147,848410,650852,CCC(=O)NC1=CC=C(C=C1)N2CCN(CC2)CC3=CC=CC=C3F,Inactive,0,,,643.367,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,616.041,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
148,848417,650859,COC1=C(C=C(C=C1)C(=O)N2CCN(CC2)C(=O)CC3=CC=CC=C3)OC,Inactive,0,,,537.776,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,499.633,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
149,848461,54678811,CCCCCCN1C2=CC=CC=C2C(=C(C1=O)C(=O)NC3=C(N(N(C3=O)C4=CC=CC=C4)C)C)O,Active,100,,,204.265,16.282,5.14447,528.316,37.3611,799.866,42.1915,0.751,0.819,129.674,21.4802,7.51071,397.334,63.0561,611.237,32.0087,0.437,0.799
150,848473,6602526,CCOC(=O)C1(CCN(CC1)CC2=CC(=CC=C2)C(=O)O)C3=CC=CC=C3.Cl,Inactive,0,,,707.592,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,552.857,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
151,848535,54680134,CCN1C2=CC=CC=C2C(=C(C1=O)C(=O)NN3C(=NC4=CC=CC=C4C3=O)C)O,Inactive,0,,,576.123,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,645.591,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
152,848621,651074,CCOC(=O)C1=CC2=C(N1CC(=O)NC3=CC4=C(C=C3)OCCO4)C=CS2,Inactive,0,,,468.775,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,518.592,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
153,848634,651087,CCC(=O)NC1=CC(=CC=C1)NC(=O)C2=CC3=C(C=C2)OCCO3,Inactive,0,,,626.02,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,583.715,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
154,848695,651146,CN(C)C1=CC=C(C=C1)C2C3=C(CCCC3=O)OC4=C2C(=O)CCC4,Active,100,,,337.918,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,462.633,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
155,848823,651276,CCOC(=O)C1=C(OC2=C1C(=C(C=C2)O)CN(C)C)C,Inactive,0,,,514.408,16.282,5.14447,528.316,37.3611,799.866,42.1915,0.751,0.819,404.735,21.4802,7.51071,397.334,63.0561,611.237,32.0087,0.437,0.799
156,848831,651284,COC1=CC(=CC(=C1OC)OC)C(=O)N2CCN(CC2)C(=O)C3CC3,Active,100,,,506.53,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845,578.572,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803
157,848840,6603039,CCOC(=O)NC1=CC2=C(CCC3=CC=CC=C3N2C(=O)CN4CCN5CCCC5C4)C=C1.Cl,Active,100,,,459.837,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,491.796,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
158,848937,651399,CC(C)(C)C1=CC=CC=C1OCC(=O)NCCC(=O)O,Inactive,0,,,674.367,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,671.163,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
159,848974,651441,C1CCC(CC1)C2(C(=O)NC(=O)NC2=O)CCC3=CC=NC=C3,Active,100,,,472.163,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782,626.979,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822
160,848995,651461,CC1=CC=C(C=C1)C(=O)C2CCN(CC2)CC(=O)NC3CCCCC3,Active,100,,,525.551,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845,564.266,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803
161,849044,651510,CCN1CCN(CC1)C2=C(C=C(C=C2)NC(=O)C3=CN=CC=C3)Cl,Active,100,,,368.816,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,551.98,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
162,849076,6603160,CCN(CC)CCOC(=O)C1=C(OC2=C1C=C(C=C2)OC)C.Cl,Active,100,,,39.714,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,157.041,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
163,849130,651601,CC1=CC=C(C=C1)S(=O)(=O)C2=C(OC(=N2)C3=CC(=C(C(=C3)OC)OC)OC)N4CCOCC4,Inactive,0,,,557.245,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,580.367,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
164,849180,54684665,C1CCC2=C(C1)C(=C(C(=O)N2)C(=O)NCC3CCCO3)O,Inactive,0,,,574.041,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,535.714,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
165,849204,2836102,C1CCN(CC1)CCOC(=O)CC2=CC=CC=C2.Cl,Active,100,,,511.184,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845,503.183,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803
166,849315,651802,CN(C)CCN1C2=C(C=C(C=C2)OC)SC3=CC=CC=C31.C(=O)(C(=O)O)O,Active,100,,,69.939,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,158.04,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
167,849350,651839,COC1=CC(=C(C=C1)OC)S(=O)(=O)NC2=CC3=C(C=C2)OC4=C3C(=O)CCC4,Inactive,0,,,781.613,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,591.857,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
168,849468,651962,CC1=CC=C(C=C1)S(=O)(=O)NC2=NSC(=N2)N,Inactive,0,,,695.878,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,585.306,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
169,849559,652058,CC1CCC(CC1)NCCC2=CC3=C(C=C2)OCO3.C(=O)(C(=O)O)O,Active,100,,,156.857,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,240.877,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
170,849645,652142,CN1C2=C(C(=O)NC1=O)N(C(=N2)SCCN3CCCCC3)CCCC4=CC=CC=C4,Inactive,0,,,442.408,16.1398,5.85906,500.14,41.3115,753.081,38.2811,0.708,0.82,414.387,23.5087,8.27048,534.944,57.1443,730.841,41.3298,0.616,0.79
171,849669,3083979,CN(C)CCOC(=O)C(C1CCCCC1)(C2=CC=CC=C2)O.Cl,Active,100,,,16.673,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,25.368,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
172,849727,652233,COCC1=C2C(C(=C(OC2=NN1)N)C#N)C3=CSC=C3,Inactive,0,,,551.776,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,551.429,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
173,849739,652245,CC1(CC(=O)C(C(=O)C1)SC2=NN=C(N2C)C3=CC=CO3)C,Inactive,0,,,784.755,20.0097,6.01278,726.995,66.7194,1052.84,55.4146,0.691,0.822,564.448,23.8902,8.01021,607.298,25.6563,800.353,48.3103,0.827,0.782
174,849804,5765852,CC1(CC2=CC=CC=C2/C(=C/C(=O)C3=CC=CO3)/N1C)C,Inactive,0,,,620.877,14.917,3.37318,612.793,62.9511,944.967,57.8333,0.667,0.803,660.53,20.7761,5.44718,621.088,29.9314,811.886,35.3369,0.823,0.845
